排名	歌名	表演者	发表时间	音乐类型	评分	详细链接	图片
158	 ItWon'tBeSoonBeforeLong ItWon'tBeSoonBeforeLong 	Maroon 5 	 2007-05-22 	 流行	8.2	https://music.douban.com/subject/2032823/	https://img9.doubanio.com/view/subject/s/public/s2374986.jpg
159	 如果你冷 如果你冷 	张悬 	 2008-10-20 	 民谣	8.3	https://music.douban.com/subject/3264192/	https://img1.doubanio.com/view/subject/s/public/s3321977.jpg
160	 陌生人 	蔡健雅 Tanya Chua 	 2003-06-00 	 流行	8.7	https://music.douban.com/subject/1408650/	https://img1.doubanio.com/view/subject/s/public/s1647637.jpg
161	 浮躁 	王菲 	 1996 	 流行	9.2	https://music.douban.com/subject/1395176/	https://img3.doubanio.com/view/subject/s/public/s3631071.jpg
162	 C'estLaVie 这就是生活 	自然卷 	 2004 	 民谣	8.2	https://music.douban.com/subject/1442576/	https://img3.doubanio.com/view/subject/s/public/s1446010.jpg
163	 在一起 Together 	刘若英 	 2010-04-16 	 流行	7.8	https://music.douban.com/subject/5355197/	https://img9.doubanio.com/view/subject/s/public/s4305186.jpg
164	 TheseFriendsOfMine 	Rosie Thomas 	 2007-03-13 	 民谣	8.7	https://music.douban.com/subject/1999781/	https://img1.doubanio.com/view/subject/s/public/s2674348.jpg
165	 陪我歌唱 苏打绿台北小巨蛋演唱会LiveCd:陪我歌唱 	苏打绿 	 2008 	 CD	9.1	https://music.douban.com/subject/3226297/	https://img3.doubanio.com/view/subject/s/public/s3076261.jpg
166	" It'sNotMe,It'sYou It'sNotMe,It'sYou! "	Lily Allen 	 2009-02-09 	 流行	8.5	https://music.douban.com/subject/3770091/	https://img9.doubanio.com/view/subject/s/public/s4716636.jpg
167	 TheRose~ILoveCinemas~ 	手嶌葵 	 2008-03-05 	 流行	9.2	https://music.douban.com/subject/2977909/	https://img1.doubanio.com/view/subject/s/public/s2969728.jpg
168	 我爱南京 	李志 	 2009-10-16 	 民谣	8.6	https://music.douban.com/subject/4060882/	https://img9.doubanio.com/view/subject/s/public/s4008894.jpg
169	 消失的光年 消失的光年 	大乔小乔 	 2007-07-12 	 民谣	8.2	https://music.douban.com/subject/2144752/	https://img1.doubanio.com/view/subject/s/public/s2616588.jpg
170	 还有别的办法吗 	范晓萱 	 2004 	 流行	8.7	https://music.douban.com/subject/1439133/	https://img9.doubanio.com/view/subject/s/public/s1399764.jpg
171	 日光倾城 	卡奇社 	 2007-04-20 	 流行	8.1	https://music.douban.com/subject/2058669/	https://img2.doubanio.com/view/subject/s/public/s2378153.jpg
172	 ALittleLove 一点爱 	冯曦妤 	 2008-11-20 	 流行	8.4	https://music.douban.com/subject/3566603/	https://img9.doubanio.com/view/subject/s/public/s3350764.jpg
173	 Yellow 黄色 	Coldplay 	 2000-07-03 	 摇滚	9.3	https://music.douban.com/subject/1458367/	https://img9.doubanio.com/view/subject/s/public/s4087364.jpg
174	 HopesAndFears 	Keane 	 2004 	 摇滚	8.9	https://music.douban.com/subject/1395452/	https://img9.doubanio.com/view/subject/s/public/s1492974.jpg
175	 U87 	陈奕迅 	 2005-06-07 	 流行	9.3	https://music.douban.com/subject/1394541/	https://img2.doubanio.com/view/subject/s/public/s3856032.jpg
176	 LadySleep 睡美人 	Maximilian Hecker 	 2005 	 摇滚	8.8	https://music.douban.com/subject/1419566/	https://img1.doubanio.com/view/subject/s/public/s1794177.jpg
177	 天空の城ラピュタサウンドトラック飛行石の謎 天空之城原声碟 	"久石譲(Joe Hisaishi),杉並児童合唱団,井上杏美 "	 1993-12-21 	 原声	9.5	https://music.douban.com/subject/1395762/	https://img3.doubanio.com/view/subject/s/public/s1489321.jpg
178	 新长征路上的摇滚 	崔健 	 1989 	 摇滚	9.2	https://music.douban.com/subject/1394742/	https://img2.doubanio.com/view/subject/s/public/s8868552.jpg
179	 小飞行 	"棉花糖,katncandix2 "	 2009-05-01 	 民谣	7.9	https://music.douban.com/subject/3567851/	https://img2.doubanio.com/view/subject/s/public/s4715963.jpg
180	 春生 	好妹妹乐队 	 2012-07-01 	 民谣	8.8	https://music.douban.com/subject/10831759/	https://img1.doubanio.com/view/subject/s/public/s11095208.jpg
181	 讓我想一想 让我想一想 	陈绮贞 	 1998-07-14 	 民谣	9.0	https://music.douban.com/subject/1788941/	https://img3.doubanio.com/view/subject/s/public/s3821060.jpg
182	 未来 Wonderland 	方大同 	 2007-12-28 	R&B	8.3	https://music.douban.com/subject/2359692/	https://img2.doubanio.com/view/subject/s/public/s2839973.jpg
183	 爱爱爱 愛愛愛/THISLOVE 	方大同 	 2006-12 	 流行	8.6	https://music.douban.com/subject/1950025/	https://img3.doubanio.com/view/subject/s/public/s1981880.jpg
184	 世界 Earth 	逃跑计划 	 2011-12-31 	 摇滚	9.0	https://music.douban.com/subject/10430415/	https://img1.doubanio.com/view/subject/s/public/s28104019.jpg
185	 七天 盧廣仲CrowdLu2009NewAlbum2009全新創作專輯 	"盧廣仲,卢广仲 "	 2009-10-30 	 民谣	7.8	https://music.douban.com/subject/4032611/	https://img9.doubanio.com/view/subject/s/public/s4039256.jpg
186	 Nirvana 	Nirvana 	 2002-10-29 	 摇滚	9.2	https://music.douban.com/subject/1416697/	https://img2.doubanio.com/view/subject/s/public/s3020073.jpg
187	 ARushofBloodtotheHead 	Coldplay 	 2002 	 摇滚	8.6	https://music.douban.com/subject/1455695/	https://img9.doubanio.com/view/subject/s/public/s8904216.jpg
188	 TheVelvetUnderground&Nico 地下丝绒与妮可 	"The Velvet Underground,Nico "	 1967-04 	 摇滚	9.0	https://music.douban.com/subject/1986653/	https://img2.doubanio.com/view/subject/s/public/s1883423.jpg
189	 LoveTheWayYouLie 爱你说谎的方式/爱你躺 	"Eminem,Rihanna "	 2010-08-20 	 说唱	9.3	https://music.douban.com/subject/5322559/	https://img1.doubanio.com/view/subject/s/public/s4420058.jpg
190	 天空 Sky 	王菲 	 1994 	 流行	9.3	https://music.douban.com/subject/1776070/	https://img9.doubanio.com/view/subject/s/public/s3681285.jpg
191	 TheBoatThatRocked 	Original Soundtrack 	 2009-03-30 	 原声	9.2	https://music.douban.com/subject/3788747/	https://img9.doubanio.com/view/subject/s/public/s4194004.jpg
192	 (What'sTheStory)MorningGlory? 	Oasis 	 1995 	 摇滚	9.2	https://music.douban.com/subject/1395617/	https://img2.doubanio.com/view/subject/s/public/s1944493.jpg
193	 PUSSY 	陈绮贞 	 2007-02-08 	 民谣	8.7	https://music.douban.com/subject/1982538/	https://img9.doubanio.com/view/subject/s/public/s2144095.jpg
194	 呼吸 Breathe-AllAboutLilyChou-Chou/LilyChou-Chou：呼吸 	Salyu 	 2001 	 原声	9.0	https://music.douban.com/subject/1421569/	https://img1.doubanio.com/view/subject/s/public/s2714357.jpg
195	 Fallen 	Evanescence 	 2003 	 摇滚	8.5	https://music.douban.com/subject/1394997/	https://img2.doubanio.com/view/subject/s/public/s2189392.jpg
196	 黑豹 	黑豹 	 1992-12-01 	 摇滚	9.1	https://music.douban.com/subject/1413627/	https://img2.doubanio.com/view/subject/s/public/s1401153.jpg
197	 十年一刻 	苏打绿 	 2010-08-27 	 流行	8.8	https://music.douban.com/subject/4923069/	https://img1.doubanio.com/view/subject/s/public/s4462549.jpg
198	 恋爱的力量 	梁静茹 	 2003年3月 	 流行	8.9	https://music.douban.com/subject/1403802/	https://img1.doubanio.com/view/subject/s/public/s1412559.jpg
199	 Suede 	Suede 	 1993 	 摇滚	8.9	https://music.douban.com/subject/1394569/	https://img9.doubanio.com/view/subject/s/public/s1496506.jpg
200	 TheBends 	Radiohead 	 1995 	 摇滚	9.1	https://music.douban.com/subject/1394652/	https://img1.doubanio.com/view/subject/s/public/s4713649.jpg
201	 琵琶相 PipaimagesLINHAI&FRIENDS2 	林海 	 2004 	 轻音乐	9.3	https://music.douban.com/subject/1462686/	https://img2.doubanio.com/view/subject/s/public/s4716282.jpg
202	 ？ 问号 	陈奕迅 	 2011-11-11 	 流行	8.0	https://music.douban.com/subject/6903119/	https://img1.doubanio.com/view/subject/s/public/s6988468.jpg
203	 少年故事 	彭坦 	 2007-07-23 	 流行	8.0	https://music.douban.com/subject/2154228/	https://img9.doubanio.com/view/subject/s/public/s2616115.jpg
204	 黑暗之光 	雷光夏 	 2006-12-01 	 民谣	8.8	https://music.douban.com/subject/1923738/	https://img2.doubanio.com/view/subject/s/public/s1960062.jpg
205	 我要我们在一起 	范晓萱 	 1999-11-1 	 流行	8.7	https://music.douban.com/subject/1419831/	https://img3.doubanio.com/view/subject/s/public/s1432740.jpg
206	 人生海海 	五月天 	 2001-07-06 	 摇滚	9.2	https://music.douban.com/subject/1419375/	https://img1.doubanio.com/view/subject/s/public/s1945209.jpg
207	 MaybeI'mDreaming 可能我在做梦 	Owl City 	 2008-03-18 	 流行	8.4	https://music.douban.com/subject/3021469/	https://img3.doubanio.com/view/subject/s/public/s3409351.jpg
208	 工体东路没有人 	李志 	 2009-01-22 	 民谣	9.0	https://music.douban.com/subject/3435496/	https://img3.doubanio.com/view/subject/s/public/s26537631.jpg
209	 LetItBe 	The Beatles 	 1990-10-25 	 摇滚	9.3	https://music.douban.com/subject/1401365/	https://img9.doubanio.com/view/subject/s/public/s1410146.jpg
210	" Alright,Still "	Lily Allen 	 2006 	 流行	8.3	https://music.douban.com/subject/1796484/	https://img2.doubanio.com/view/subject/s/public/s2824792.jpg
211	 大小說家 Fiction 	林宥嘉 	 2012-06-22 	 流行	7.9	https://music.douban.com/subject/10767657/	https://img1.doubanio.com/view/subject/s/public/s10385947.jpg
212	 越长大越孤单 	牛奶@咖啡 	 2008-03-18 	 流行	7.6	https://music.douban.com/subject/3013779/	https://img9.doubanio.com/view/subject/s/public/s2975545.jpg
213	 燕尾蝶 燕尾蝶-下定愛的決心 	梁静茹 	 2004 	 流行	8.0	https://music.douban.com/subject/1403801/	https://img1.doubanio.com/view/subject/s/public/s3595798.jpg
214	 原谅我就是这样的女生 原諒我就是這樣的女生 	戴佩妮 	 2009-05-16 	 流行	7.6	https://music.douban.com/subject/3729307/	https://img3.doubanio.com/view/subject/s/public/s3780711.jpg
215	 传奇 	王菲 	 2010-11-05 	 民谣	9.2	https://music.douban.com/subject/5365287/	https://img9.doubanio.com/view/subject/s/public/s4185764.jpg
216	 UndertheRadar 墜入琴網 	Daniel Powter 	 2008-10-14 	 流行	8.3	https://music.douban.com/subject/3158576/	https://img1.doubanio.com/view/subject/s/public/s3273497.jpg
217	 知足MV/KaraokeDVD 	五月天 	 2006 	 流行	9.2	https://music.douban.com/subject/2083053/	https://img3.doubanio.com/view/subject/s/public/s4713371.jpg
218	 我的歌声里 	曲婉婷 	 2012-07-01 	 流行	7.7	https://music.douban.com/subject/11524982/	https://img2.doubanio.com/view/subject/s/public/s11176273.jpg
219	 王菲 快樂/不快樂 	王菲 	 1997-09-30 	 流行	9.2	https://music.douban.com/subject/1394693/	https://img3.doubanio.com/view/subject/s/public/s3336530.jpg
220	 信仰在空中飘扬 	汪峰 	 2009-07-25 	 摇滚	8.7	https://music.douban.com/subject/3843530/	https://img1.doubanio.com/view/subject/s/public/s3910069.jpg
221	 [i] KarenLove 	莫文蔚 	 2002-04-29 	 流行	8.7	https://music.douban.com/subject/1403573/	https://img1.doubanio.com/view/subject/s/public/s3944348.jpg
222	 SongsAboutJane 	Maroon 5 	 2002 	 流行	8.5	https://music.douban.com/subject/1395446/	https://img1.doubanio.com/view/subject/s/public/s2382869.jpg
223	 BackToBlack 	Amy Winehouse 	 2006-10-30 	R&B	8.5	https://music.douban.com/subject/1937036/	https://img9.doubanio.com/view/subject/s/public/s2146936.jpg
224	 Demo3 	陈绮贞 	 2001-11-09 	 流行	9.1	https://music.douban.com/subject/5292091/	https://img1.doubanio.com/view/subject/s/public/s4571919.jpg
225	 克卜勒 Kepler 	孙燕姿 	 2014-02-27 	 流行	8.4	https://music.douban.com/subject/25811077/	https://img1.doubanio.com/view/subject/s/public/s27220328.jpg
226	 E=MC? 爱的方程式 	Mariah Carey 	 2008-04-16 	R&B	8.5	https://music.douban.com/subject/3005450/	https://img1.doubanio.com/view/subject/s/public/s2982879.jpg
227	 9Crimes 	Damien Rice 	 2006-11-27 	 民谣	9.4	https://music.douban.com/subject/2286005/	https://img9.doubanio.com/view/subject/s/public/s3341606.jpg
228	 如果有一件事是重要的 如果有一件事是重要的+粉红色(demo) 	陈珊妮 	 2008-11-22 	 流行	8.2	https://music.douban.com/subject/3579420/	https://img3.doubanio.com/view/subject/s/public/s3285190.jpg
229	 赤裸裸 赤裸裸?! 	郑钧 	 1994 	 摇滚	8.8	https://music.douban.com/subject/1404457/	https://img9.doubanio.com/view/subject/s/public/s3666296.jpg
230	 阿岳正传 UselessGuy 	张震岳 	 2004-06-24 	 流行	9.0	https://music.douban.com/subject/1410613/	https://img9.doubanio.com/view/subject/s/public/s3899296.jpg
231	 3颗猫饼干 三颗猫饼干/ThreeCatCookies 	"朱玫玲,董運昌,王雁盟,何真真 "	 2004	 轻音乐	9.1	https://music.douban.com/subject/1408372/	https://img1.doubanio.com/view/subject/s/public/s1416778.jpg
232	 21Guns 	Green Day 	 2009-07-14 	 流行	9.2	https://music.douban.com/subject/3807272/	https://img1.doubanio.com/view/subject/s/public/s4468079.jpg
233	 看我72变 	蔡依林 Jolin Tsai 	 2003-03-07 	 流行	8.2	https://music.douban.com/subject/6540851/	https://img1.doubanio.com/view/subject/s/public/s1506028.jpg
234	 第二人生明日版 SECONDROUND-NOWHERE 	五月天 	 2011-12-20 	 流行	9.0	https://music.douban.com/subject/7065469/	https://img2.doubanio.com/view/subject/s/public/s7018733.jpg
235	 DefinitelyMaybe 绝对可能 	Oasis 	 1994-08-30 	 摇滚	9.0	https://music.douban.com/subject/1395280/	https://img3.doubanio.com/view/subject/s/public/s4714001.jpg
236	 FirstLove 初恋 	宇多田ヒカル 	 1999 	 流行	9.1	https://music.douban.com/subject/1397751/	https://img1.doubanio.com/view/subject/s/public/s1490767.jpg
237	 阿密特 意识专辑 	张惠妹 	 2009-06-26 	 流行	7.7	https://music.douban.com/subject/5325161/	https://img9.doubanio.com/view/subject/s/public/s3856684.jpg
238	 心·跳 心跳 	王力宏 Leehom Wang 	 2008-12-26 	 流行	7.1	https://music.douban.com/subject/3323600/	https://img9.doubanio.com/view/subject/s/public/s3485794.jpg
239	 xx 	The xx 	 2009-08-17 	 摇滚	8.7	https://music.douban.com/subject/4010504/	https://img9.doubanio.com/view/subject/s/public/s3962066.jpg
240	 回蔚 	莫文蔚 	 2009-06-23 	 流行	8.0	https://music.douban.com/subject/3767208/	https://img2.doubanio.com/view/subject/s/public/s3885892.jpg
241	" 如果看見地獄，我就不怕魔鬼 IfISeeHell,IWon'tBeAfraidofDemons "	Tizzy Bac 	 2009-02-13 	 流行	8.1	https://music.douban.com/subject/3313756/	https://img2.doubanio.com/view/subject/s/public/s3751353.jpg
242	 我们是五月天 	五月天 	 2003年4月17日 	 流行	9.3	https://music.douban.com/subject/1438249/	https://img1.doubanio.com/view/subject/s/public/s27076627.jpg
243	 王妃 王妃 	萧敬腾 	 2009-07-17 	 流行	7.7	https://music.douban.com/subject/3803120/	https://img1.doubanio.com/view/subject/s/public/s3885797.jpg
244	 PokerFace 扑克脸 	Lady Gaga 	" September 23, 2008 "	 流行	8.7	https://music.douban.com/subject/3313848/	https://img2.doubanio.com/view/subject/s/public/s3598342.jpg
245	 唐朝 梦回唐朝 	唐朝 	 1992-12 	 摇滚	9.0	https://music.douban.com/subject/1395143/	https://img1.doubanio.com/view/subject/s/public/s8903729.jpg
246	 寻找周杰伦 	周杰伦 	 2003-12-1 	 流行	8.5	https://music.douban.com/subject/1407700/	https://img1.doubanio.com/view/subject/s/public/s3726558.jpg
247	 她说 概念自选辑 	林俊杰 	 2010-12-08 	 流行	7.7	https://music.douban.com/subject/5360525/	https://img2.doubanio.com/view/subject/s/public/s4550552.jpg
